Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ClockSpeed,DisplayType
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2kg,37800.0,2.4GHz,
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,145200.0,2.5GHz,IPS Panel Full HD / Touchscreen
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Atom x5 Z8550,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,41700.0,1.44GHz,IPS Panel Touchscreen
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6300U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,164900.0,2.4GHz,
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4kg,86000.0,2.5GHz,IPS Panel Full HD
HP,Omen -,Gaming,17.3,1920x1080,Intel Core i5 6300HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.35kg,98200.0,2.3GHz,IPS Panel Full HD
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,54700.0,2.7GHz,
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,1920x1080,Intel Core i7 6600U,8GB,512GB SSD,Nvidia Quadro M500M,Windows 7,1.8kg,178400.0,2.6GHz,IPS Panel Full HD / Touchscreen
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,24200.0,1.1GHz,
HP,250 G6,Ultrabook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,65400.0,2.7GHz,Full HD
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23kg,53600.0,2.5GHz,Full HD
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,1920x1080,Intel Core i7 6500U,16GB,1TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5kg,95600.0,2.5GHz,Full HD
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 6700HQ,8GB,256GB SSD,Nvidia Quadro M3000M,Windows 7,3kg,343600.0,2.6GHz,IPS Panel Full HD
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.5kg,68200.0,2.5GHz,
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel Core i7 6820HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78kg,208700.0,2.7GHz,Full HD
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.88kg,188900.0,2.5GHz,Full HD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 6600U,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,2.8kg,212300.0,2.6GHz,IPS Panel Touchscreen
MSI,GP62M 7RDX,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,99400.0,2.8GHz,Full HD
HP,Spectre Pro,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 6300U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,141700.0,2.4GHz,Full HD / Touchscreen
HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 6700HQ,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59kg,193900.0,2.6GHz,IPS Panel Full HD
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Intel Core i7 6600U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,156500.0,2.6GHz,Touchscreen
HP,ZBook Studio,Workstation,15.6,1920x1080,Intel Core i7 6700HQ,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.0kg,165200.0,2.6GHz,Full HD
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,199800.0,2.50GHz,Full HD
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.18kg,87800.0,2.7GHz,Full HD
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.88kg,137400.0,2.3GHz,Full HD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.27kg,203500.0,2.5GHz,IPS Panel Touchscreen
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.9kg,29500.0,2.0GHz,
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E Series 7110,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,1.86kg,25800.0,1.8GHz,
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i5 6200U,8GB,1TB HDD,AMD Radeon R5 M330,No OS,2.32kg,52100.0,2.3GHz,Full HD
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62kg,104300.0,2.8GHz,Full HD
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i5 6300HQ,8GB,256GB SSD,Nvidia GeForce 960M,Windows 10,2.04kg,195800.0,2.3GHz,IPS Panel Touchscreen / 4K Ultra HD
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,1920x1080,AMD A6 Series A6 9220,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,41600.0,2.5GHz,Full HD
MSI,GP72M 7REX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,129800.0,2.8GHz,Full HD
Lenovo,ThinkPad T460s,Ultrabook,14.0,1920x1080,Intel Core i7 6600U,12GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.4kg,200000.0,2.6GHz,Full HD
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Intel Core i5 6200U,8GB,1TB Hybrid,AMD Radeon R5 M330,Windows 10,2.5kg,68600.0,2.3GHz,Full HD
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Intel Core i7 6600U,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,177600.0,2.6GHz,Touchscreen
Lenovo,ThinkPad T460,Ultrabook,14.0,1920x1080,Intel Core i7 6600U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.7kg,130400.0,2.6GHz,Full HD
MSI,GS40 Phantom,Gaming,14.0,1920x1080,Intel Core i7 6700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7kg,153900.0,2.6GHz,Full HD
HP,Pavilion 15-cb003nv,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,78200.0,2.8GHz,IPS Panel Full HD
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.2kg,39900.0,2.0GHz,
HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,41400.0,2.3GHz,
Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,130300.0,2.8GHz,4K Ultra HD
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,120900.0,2.5GHz,IPS Panel Full HD
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2kg,40700.0,2GHz,Full HD
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,21700.0,1.6GHz,
MSI,PL60 7RD,Gaming,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,721000.0,2.7GHz,IPS Panel Full HD
HP,250 G5,Notebook,15.6,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.96kg,59100.0,2.5GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 8550U,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,2.1kg,100800.0,1.8GHz,Full HD
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,32100.0,1.6GHz,
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,34600.0,2.3GHz,
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,61700.0,2.7GHz,Full HD
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Intel Core i3 7100U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg,66900.0,2.4GHz,Full HD
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,1920x1080,Intel Core i7 6500U,4GB,1TB Hybrid,Intel HD Graphics 520,Windows 7,2.32kg,71800.0,2.5GHz,Full HD
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,512GB SSD,Nvidia GeForce GTX 960,Windows 10,3.31kg,113500.0,2.6GHz,IPS Panel Full HD
MSI,GS60 Ghost,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.91kg,187300.0,2.6GHz,Full HD
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.07kg,56600.0,2.3GHz,
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,142400.0,2.3GHz,IPS Panel Touchscreen
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,1920x1080,Intel Core i7 7500U,6GB,256GB SSD,Nvidia GeForce 920M,Windows 10,1.54kg,72300.0,2.7GHz,Full HD
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98kg,77900.0,2.7GHz,Full HD
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.1kg,281000.0,2GHz,
HP,Pavilion 15-BC000nv,Notebook,15.6,1920x1080,Intel Core i7 6700HQ,6GB,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.18kg,69500.0,2.6GHz,IPS Panel Full HD
Asus,Rog GL552VW-DM201T,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.591kg,79100.0,2.6GHz,IPS Panel Full HD
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,2.09kg,102600.0,2.7GHz,Full HD / Touchscreen
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.23kg,60100.0,2.5GHz,Full HD
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5 6300U,8GB,256GB SSD,Intel HD Graphics 520,Linux,1.23kg,95600.0,2.4GHz,Quad HD+ / Touchscreen
Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.2kg,226100.0,2.8GHz,IPS Panel Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,71300.0,2.5GHz,IPS Panel Full HD
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,2400x1600,Samsung Cortex A72&A53,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,57300.0,2.0GHz,IPS Panel Touchscreen
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.86kg,42200.0,2.5GHz,
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Core M,8GB,256GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,101200.0,1.1GHz,IPS Panel Retina Display
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,104300.0,2.5GHz,IPS Panel Full HD / Touchscreen
HP,Pavilion Power,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.21kg,115400.0,2.8GHz,IPS Panel Full HD
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,AMD Radeon R5 M430,No OS,1.9kg,32000.0,2GHz,
Asus,Rog G752VY-GC229T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg,187100.0,2.6GHz,IPS Panel Full HD
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,4GB,1TB HDD,Intel HD Graphics 500,Linux,2.1kg,23700.0,2GHz,
MSI,GS73VR 7RF,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43kg,178200.0,2.8GHz,Full HD
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,128GB SSD,AMD Radeon R7 M440,Windows 10,2.3kg,43400.0,2.0GHz,
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U,8GB,500GB HDD,Nvidia GeForce 920MX,No OS,2.2kg,54700.0,2.5GHz,
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 8550U,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,2kg,111800.0,1.8GHz,Full HD / Touchscreen
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.2kg,233200.0,2.7GHz,Quad HD+ / Touchscreen
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,8GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,101700.0,2.6GHz,Full HD
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36kg,77300.0,2.5GHz,Full HD
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.91kg,50400.0,2.5GHz,
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E Series 9000,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2.2kg,26000.0,2.2GHz,
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,54700.0,2.0GHz,
Asus,Rog Strix,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.2kg,213100.0,2.8GHz,Full HD
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Core M,8GB,512GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.920kg,111300.0,1.2GHz,IPS Panel Retina Display
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,152200.0,2.8GHz,Full HD
MSI,GS73VR Stealth,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43kg,169500.0,2.6GHz,IPS Panel Full HD
Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.191kg,86900.0,2.5GHz,IPS Panel Full HD / Touchscreen
Asus,ROG Strix,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.9kg,169600.0,2.8GHz,Full HD
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,Intel Celeron Dual Core 3205U,2GB,32GB SSD,Intel HD Graphics,Chrome OS,1.3kg,15100.0,1.5GHz,
Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,52000.0,2GHz,
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,No OS,2.8kg,46900.0,2.5GHz,
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6kg,110700.0,2.6GHz,IPS Panel Full HD
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,1920x1080,Intel Core i7 7Y75,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.2kg,991000.0,1.3GHz,IPS Panel Full HD / Touchscreen
Lenovo,Thinkpad T560,Notebook,15.6,1920x1080,Intel Core i7 6600U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,133000.0,2.6GHz,IPS Panel Full HD
MSI,GP62MVR 6RF,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,128400.0,2.6GHz,Full HD
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,1920x1080,AMD A12 Series 9720P,6GB,1TB HDD,AMD Radeon 530,Windows 10,2.1kg,46000.0,2.7GHz,Full HD
Dell,Latitude E7270,Ultrabook,12.5,1920x1080,Intel Core i5 6300U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,149000.0,2.4GHz,Full HD / Touchscreen
Dell,Inspiron 5578,2 in 1 Convertible,15.0,1920x1080,Intel Core i3 7100U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.08kg,44300.0,2.4GHz,Full HD / Touchscreen
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710,4GB,1TB HDD,Intel HD Graphics 405,Windows 10,2.65kg,26900.0,1.6GHz,
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,128500.0,2.7GHz,Quad HD+ / Touchscreen
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,1TB HDD,Intel HD Graphics 520,Linux,2.18kg,45300.0,2.5GHz,
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6kg,89500.0,2.6GHz,IPS Panel Full HD / Touchscreen
MSI,GL62M 7RDX,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,991000.0,2.8GHz,Full HD
Lenovo,ThinkPad Yoga,Netbook,12.5,1920x1080,Intel Core i7 6500U,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,143600.0,2.50GHz,IPS Panel Full HD / Touchscreen
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel Core i7 7700HQ,16GB,1TB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,304400.0,2.8GHz,Full HD
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,40800.0,2.4GHz,Touchscreen
MSI,GE72VR Apache,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,139000.0,2.8GHz,Full HD
Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5,4GB,256GB Flash Storage,Intel HD Graphics 6000,Mac OS X,1.08kg,83400.0,1.6GHz,
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.1kg,41600.0,2GHz,Full HD
HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,191200.0,2.5GHz,
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,2.24kg,64100.0,2.3GHz,
MSI,GL62 6QF,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.3kg,101700.0,2.6GHz,Full HD
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,130400.0,2.7GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12 Series 9720P,6GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,51900.0,3.6GHz,Full HD
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.45kg,111400.0,2.5GHz,Full HD
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.4kg,31400.0,2.0GHz,
Dell,Inspiron 7779,2 in 1 Convertible,17.3,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.77kg,156500.0,2.7GHz,Full HD / Touchscreen
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5 6200U,4GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,95600.0,2.3GHz,Full HD
Asus,Rog GL553VE-FY052T,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,139200.0,2.8GHz,IPS Panel Full HD
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.6kg,76100.0,2.5GHz,
Asus,Rog GL502VS,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.34kg,202300.0,2.6GHz,IPS Panel Full HD
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,No OS,2.3kg,49900.0,2.5GHz,IPS Panel Full HD
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i5 7Y54,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,157700.0,1.2GHz,Quad HD+ / Touchscreen
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,28200.0,1.6GHz,
HP,255 G6,Notebook,15.6,1366x768,AMD A6 Series 9220,4GB,500GB HDD,AMD Radeon R4 Graphics,Windows 10,1.86kg,34700.0,2.5GHz,
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6100U,6GB,128GB SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,49500.0,2.3GHz,Full HD
Lenovo,ThinkPad L460,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.9kg,93300.0,2.3GHz,IPS Panel Full HD
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,38500.0,1.6GHz,
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,29500.0,1.1GHz,
Asus,Rog G752VT-GC073T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.0kg,165300.0,2.6GHz,IPS Panel Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.29kg,42600.0,2GHz,
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 6500U,8GB,1TB Hybrid,AMD Radeon R5 M330,Windows 7,2.32kg,77900.0,2.5GHz,Full HD
MSI,GE62 Apache,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.4kg,106900.0,2.6GHz,Full HD
